Threads,Buffer,Buckets,Stripe,Temp_Dir,Plot_Dir,Phase_1_Time,Phase_2_Time,Phase_3_Time,Phase_4_Time,Total_Time
8,4096,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,292.313,92.902,261.727,16.223,663.168
8,4096,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,288.664,93.017,251.559,15.215,648.456
8,4096,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,293.804,93.359,244.199,14.366,645.729
8,4096,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,326.925,94.555,237.976,14.541,673.998
8,8192,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,300.088,93.521,262.746,16.603,672.960
8,8192,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,284.994,91.591,250.507,15.211,642.305
8,8192,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,300.318,93.133,244.170,15.007,652.629
8,8192,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,326.605,95.851,236.574,12.960,671.991
8,16384,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,313.575,93.867,261.834,16.576,685.854
8,16384,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,284.479,93.315,251.726,15.315,644.837
8,16384,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,291.279,93.310,244.534,14.560,643.685
