Threads,Buffer,Buckets,Stripe,Temp_Dir,Plot_Dir,Phase_1_Time,Phase_2_Time,Phase_3_Time,Phase_4_Time,Total_Time
1,32768,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,481.326,93.936,237.521,14.484,827.269
1,65536,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,495.338,92.142,261.202,16.498,865.182
1,65536,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,482.698,92.033,251.089,15.427,841.248
1,65536,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,485.417,93.357,243.710,14.765,837.251
1,65536,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,480.455,93.621,236.819,13.415,824.313
1,131072,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,485.691,91.952,262.497,16.281,856.423
1,131072,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,484.739,91.774,250.826,15.532,842.873
1,131072,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,480.211,92.854,244.523,15.080,832.669
1,131072,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,474.795,93.725,236.518,13.012,818.053
1,262144,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,491.015,92.311,262.726,16.427,862.481
1,262144,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,485.397,93.114,251.647,15.588,845.748
1,262144,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,485.937,93.306,243.780,14.789,837.814
1,262144,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,479.501,93.786,237.221,14.306,824.815
2,512,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,372.459,92.397,312.311,16.462,793.630
2,512,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,330.351,92.369,251.156,15.368,689.245
2,512,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,337.914,93.090,244.378,15.063,690.446
2,512,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,342.949,94.320,237.360,14.466,689.096
2,1024,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,327.272,92.378,261.136,16.208,696.997
2,1024,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,337.152,93.740,252.060,15.678,698.632
2,1024,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,330.903,93.076,243.910,14.291,682.181
2,1024,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,335.109,94.190,237.061,13.077,679.438
2,2048,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,337.638,92.382,262.600,16.604,709.226
2,2048,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,325.152,92.574,251.044,15.307,684.079
2,2048,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,328.628,93.594,243.666,14.320,680.209
2,2048,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,342.123,94.361,237.908,14.506,688.900
2,4096,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,339.166,93.300,261.483,16.498,710.449
2,4096,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,333.132,92.527,252.609,15.592,693.862
2,4096,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,329.602,93.427,243.865,14.455,681.351
2,4096,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,339.052,93.747,236.795,14.206,683.802
2,8192,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,327.516,91.745,260.681,16.224,696.169
2,8192,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,326.365,91.973,250.199,15.266,683.805
2,8192,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,331.189,92.709,243.616,14.411,681.925
2,8192,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,341.863,94.104,237.054,14.432,687.455
2,16384,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,328.136,91.951,262.023,16.308,698.420
2,16384,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,334.182,92.495,251.764,15.610,694.052
2,16384,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,329.775,93.032,243.910,14.434,681.152
2,16384,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,334.018,94.138,237.118,13.025,678.300
2,32768,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,333.245,92.234,261.518,16.442,703.440
2,32768,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,328.662,93.883,252.097,15.504,690.148
2,32768,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,338.401,92.880,244.837,15.246,691.367
2,32768,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,337.864,93.870,236.539,13.046,681.321
2,65536,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,330.156,92.238,261.488,16.449,700.333
2,65536,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,328.544,92.231,251.397,15.462,687.635
2,65536,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,333.411,93.066,244.330,14.915,685.723
2,65536,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,332.714,93.894,236.194,12.944,675.748
2,131072,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,336.227,94.294,266.674,16.814,714.010
2,131072,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,329.940,94.100,255.476,15.533,695.051
2,131072,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,328.147,92.929,243.854,14.229,679.160
2,131072,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,331.535,94.353,236.690,12.945,675.526
2,262144,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,332.138,92.652,261.829,16.454,703.074
2,262144,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,331.302,92.847,250.968,15.624,690.744
2,262144,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,334.689,93.116,244.182,15.058,687.048
2,262144,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,335.784,94.779,238.294,13.755,682.614
4,512,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,276.039,92.381,311.713,16.212,696.346
4,512,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,279.502,92.786,251.177,15.736,639.203
4,512,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,292.846,93.449,244.144,14.355,644.796
4,512,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,307.229,93.682,236.507,13.895,651.315
4,1024,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,275.629,91.998,262.120,16.165,645.915
4,1024,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,276.186,91.993,250.024,15.308,633.513
4,1024,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,295.290,92.914,243.015,14.466,645.686
4,1024,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,330.411,93.877,237.017,13.186,674.493
4,2048,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,284.031,92.988,261.426,16.486,654.934
4,2048,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,283.940,92.875,251.244,15.590,643.651
4,2048,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,293.904,92.881,244.730,14.481,645.998
4,2048,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,325.381,95.682,240.377,13.090,674.533
4,4096,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,278.556,94.983,266.416,16.696,656.653
4,4096,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,275.379,93.265,251.355,15.520,635.521
4,4096,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,291.732,92.927,244.404,14.999,644.063
4,4096,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,318.667,94.190,237.318,13.902,664.078
4,8192,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,275.870,92.836,261.239,16.572,646.518
4,8192,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,278.862,93.237,251.673,15.567,639.340
4,8192,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,296.496,93.112,244.961,15.133,649.703
4,8192,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,320.531,94.398,236.979,12.989,664.899
4,16384,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,278.004,92.578,261.320,16.722,648.625
4,16384,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,278.605,93.052,251.888,15.637,639.183
4,16384,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,292.241,93.328,245.137,15.026,645.734
4,16384,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,313.500,94.236,236.486,13.404,657.628
4,32768,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,272.240,92.973,261.209,16.545,642.969
4,32768,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,277.089,93.017,251.629,15.652,637.390
4,32768,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,298.011,94.747,247.514,14.748,655.022
4,32768,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,326.644,95.820,239.710,13.106,675.281
4,65536,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,288.162,94.658,266.374,16.605,665.802
4,65536,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,289.782,94.492,256.516,16.003,656.795
4,65536,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,299.910,94.713,249.178,15.478,659.282
4,65536,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,318.306,94.026,236.320,13.098,661.752
4,131072,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,271.891,92.432,262.317,16.314,642.956
4,131072,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,285.395,92.762,251.202,15.760,645.121
4,131072,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,294.957,94.879,249.382,15.448,654.669
4,131072,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,317.366,95.891,241.135,14.880,669.274
4,262144,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,285.765,94.372,266.985,16.900,664.023
4,262144,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,280.310,94.624,255.084,15.966,645.986
4,262144,64,32768,/data-l/varvara/tmp,/data-l/varvara/plot,300.883,94.759,248.007,14.622,658.272
4,262144,128,32768,/data-l/varvara/tmp,/data-l/varvara/plot,310.734,95.057,237.027,12.975,655.796
8,512,16,32768,/data-l/varvara/tmp,/data-l/varvara/plot,303.209,93.415,311.912,16.297,724.834
8,512,32,32768,/data-l/varvara/tmp,/data-l/varvara/plot,282.343,93.174,251.534,15.331,642.384
