Threads,Buffer,Buckets,Stripe,Temp_Dir,Plot_Dir,Phase_1_Time,Phase_2_Time,Phase_3_Time,Phase_4_Time,Total_Time
1,2048,16,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,928.538,247.105,428.738,31.248,1635.631
1,2048,16,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,889.557,242.531,428.543,31.957,1592.589
1,2048,16,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,890.280,246.557,429.857,31.256,1597.952
1,2048,16,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,865.087,245.372,427.748,32.783,1570.991
1,2048,16,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,883.921,240.437,429.574,31.765,1585.700
1,2048,16,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,848.842,247.277,427.953,32.136,1556.210
1,2048,16,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,866.301,247.974,428.189,31.218,1573.684
1,2048,32,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,971.396,245.189,422.210,31.028,1669.825
1,2048,32,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,913.379,240.209,419.721,31.579,1604.890
1,2048,32,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,877.484,238.014,419.971,31.641,1567.113
1,2048,32,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,849.276,246.169,418.425,31.872,1545.744
1,2048,32,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,852.458,239.855,420.009,32.040,1544.363
1,2048,32,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,837.599,239.181,419.678,31.809,1528.268
1,2048,32,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,839.230,244.425,418.347,31.872,1533.876
1,2048,32,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,856.082,247.469,418.219,30.959,1552.731
1,2048,64,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,951.857,241.969,417.315,30.936,1642.079
1,2048,64,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,901.709,238.375,417.102,31.035,1588.223
1,2048,64,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,884.357,244.323,418.751,30.558,1577.990
1,2048,64,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,867.320,240.784,416.817,30.834,1555.756
1,2048,64,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,839.846,240.083,416.739,30.765,1527.435
1,2048,64,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,845.634,242.812,416.275,30.708,1535.431
1,2048,64,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,836.100,244.919,415.624,30.371,1527.015
1,2048,64,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,840.415,241.387,415.643,30.966,1528.414
1,2048,128,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,952.882,237.430,413.068,30.074,1633.456
1,2048,128,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,901.105,242.401,412.845,29.525,1585.878
1,2048,128,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,866.639,242.581,412.162,29.865,1551.250
1,2048,128,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,852.246,234.371,412.438,29.434,1528.491
1,2048,128,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,851.179,236.181,412.437,30.012,1529.810
1,2048,128,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,855.782,240.045,412.150,30.049,1538.027
1,2048,128,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,836.561,235.933,412.367,29.908,1514.771
1,2048,128,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,838.925,242.002,412.606,29.861,1523.396
1,4096,16,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,958.309,238.885,428.332,32.115,1657.642
1,4096,16,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,947.282,242.150,429.539,30.278,1649.252
1,4096,16,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,905.908,247.424,428.975,31.109,1613.418
1,4096,16,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,870.661,244.769,428.558,32.614,1576.603
1,4096,16,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,864.390,247.072,428.882,32.989,1573.335
1,4096,16,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,842.159,241.820,428.535,32.666,1545.182
1,4096,16,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,855.365,246.892,428.620,32.922,1563.802
1,4096,16,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,840.130,246.137,429.445,32.876,1548.590
1,4096,32,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,970.245,239.179,419.517,31.267,1660.210
1,4096,32,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,887.967,239.208,418.969,31.744,1577.889
1,4096,32,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,882.244,242.253,420.020,32.097,1576.614
1,4096,32,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,873.427,243.617,421.440,31.226,1569.712
1,4096,32,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,870.836,241.027,418.120,31.066,1561.051
1,4096,32,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,851.563,240.387,422.081,31.443,1545.476
1,4096,32,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,854.147,239.843,420.327,31.197,1545.516
1,4096,32,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,847.903,241.938,419.879,31.574,1541.296
1,4096,64,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,952.273,249.391,417.564,30.304,1649.534
1,4096,64,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,906.572,240.094,417.582,30.343,1594.592
1,4096,64,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,877.948,242.309,417.481,30.405,1568.146
1,4096,64,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,857.864,242.684,418.562,30.982,1550.094
1,4096,64,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,850.072,242.972,414.799,30.581,1538.425
1,4096,64,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,841.358,241.328,416.264,30.816,1529.769
1,4096,64,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,838.991,241.366,417.438,30.933,1528.731
1,4096,64,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,830.135,241.735,417.318,30.258,1519.448
1,4096,128,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,947.834,235.770,414.331,29.809,1627.745
1,4096,128,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,906.406,235.533,415.020,29.839,1586.800
1,4096,128,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,879.550,243.512,412.417,29.666,1565.147
1,4096,128,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,857.358,240.442,412.680,29.512,1539.994
1,4096,128,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,852.730,238.798,412.066,29.945,1533.541
1,4096,128,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,841.571,233.555,412.831,30.132,1518.091
1,4096,128,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,844.066,238.643,412.861,30.063,1525.635
1,4096,128,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,854.567,243.134,413.708,29.888,1541.299
1,8192,16,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,965.933,243.632,427.396,32.882,1669.844
1,8192,16,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,899.453,242.151,426.861,32.604,1601.072
1,8192,16,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,882.003,245.777,427.428,32.557,1587.766
1,8192,16,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,866.284,246.421,427.048,32.887,1572.642
1,8192,16,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,859.154,245.220,427.209,32.699,1564.284
1,8192,16,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,854.616,241.972,427.061,32.473,1556.123
1,8192,16,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,851.071,244.691,429.931,32.666,1558.361
1,8192,16,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,870.186,246.868,428.900,32.716,1578.672
1,8192,32,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,974.368,240.143,423.217,31.216,1668.947
1,8192,32,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,892.566,242.085,417.986,31.537,1584.176
1,8192,32,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,895.885,241.324,421.190,30.681,1589.082
1,8192,32,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,875.737,240.741,420.968,30.866,1568.314
1,8192,32,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,859.757,242.862,422.429,31.264,1556.313
1,8192,32,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,848.047,236.289,419.479,31.787,1535.604
1,8192,32,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,861.652,239.476,421.630,31.100,1553.860
1,8192,32,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,844.872,247.878,420.692,31.152,1544.596
1,8192,64,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,951.391,238.438,417.853,30.511,1638.196
1,8192,64,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,890.183,241.805,416.696,30.824,1579.510
1,8192,64,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,871.980,242.903,415.937,31.170,1561.991
1,8192,64,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,867.959,243.513,417.599,30.277,1559.349
1,8192,64,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,834.994,237.381,414.841,30.723,1517.941
1,8192,64,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,843.016,243.531,416.203,30.798,1533.549
1,8192,64,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,836.226,247.764,416.249,31.002,1531.242
1,8192,64,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,845.174,244.458,416.231,31.106,1536.971
1,8192,128,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,948.427,236.886,413.656,29.925,1628.896
1,8192,128,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,912.064,240.678,413.034,29.948,1595.725
1,8192,128,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,879.882,231.709,412.442,30.067,1554.102
1,8192,128,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,858.365,234.246,413.263,29.923,1535.800
1,8192,128,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,845.851,237.668,411.902,29.432,1524.855
1,8192,128,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,840.040,242.972,412.533,30.084,1525.631
1,8192,128,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,852.587,237.175,414.520,30.137,1534.421
1,8192,128,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,839.621,238.225,413.587,30.097,1521.531
1,16384,16,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,970.690,241.774,429.465,32.778,1674.709
1,16384,16,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,930.816,246.047,429.810,31.676,1638.351
1,16384,16,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,904.446,244.613,431.058,32.758,1612.877
1,16384,16,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,875.582,246.669,429.237,32.902,1584.392
1,16384,16,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,855.199,246.242,425.707,31.748,1558.897
1,16384,16,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,863.758,247.274,431.225,30.886,1573.145
1,16384,16,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,861.174,246.295,428.827,32.742,1569.040
1,16384,16,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,844.313,247.468,428.119,32.770,1552.671
1,16384,32,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,941.065,238.100,420.329,31.922,1631.419
1,16384,32,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,908.381,238.799,421.065,31.242,1599.490
1,16384,32,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,868.583,243.165,420.087,32.006,1563.844
1,16384,32,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,868.036,241.880,419.045,31.970,1560.932
1,16384,32,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,861.189,244.864,420.298,31.106,1557.459
1,16384,32,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,851.680,243.167,422.372,30.962,1548.183
1,16384,32,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,845.371,247.612,419.883,31.692,1544.559
1,16384,32,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,840.945,244.190,418.738,32.023,1535.898
1,16384,64,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,969.740,245.738,419.492,30.618,1665.591
1,16384,64,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,899.245,243.154,418.726,31.079,1592.206
1,16384,64,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,883.695,243.425,416.814,30.804,1574.740
1,16384,64,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,864.254,241.971,418.574,30.410,1555.210
1,16384,64,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,846.999,238.015,416.245,31.224,1532.484
1,16384,64,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,847.610,244.125,418.517,30.517,1540.771
1,16384,64,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,857.974,239.283,417.635,30.595,1545.489
1,16384,64,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,844.248,245.860,418.093,30.633,1538.837
1,16384,128,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,954.507,231.181,413.153,29.482,1628.325
1,16384,128,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,891.759,239.707,413.523,29.804,1574.795
1,16384,128,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,876.504,242.327,412.826,29.607,1561.266
1,16384,128,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,871.220,241.807,413.195,29.845,1556.068
1,16384,128,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,847.060,233.335,410.566,29.535,1520.499
1,16384,128,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,840.511,242.974,411.842,29.423,1524.752
1,16384,128,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,840.580,242.661,412.252,29.626,1525.122
1,16384,128,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,841.325,237.688,412.312,29.804,1521.130
2,512,16,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,718.071,241.991,460.642,32.547,1453.254
2,512,16,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,631.821,243.904,458.065,30.718,1364.509
2,512,16,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,617.821,241.669,459.512,32.733,1351.737
2,512,16,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,587.254,238.809,459.844,31.150,1317.059
2,512,16,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,610.901,245.352,459.768,32.510,1348.533
2,512,16,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,557.242,245.003,459.073,31.952,1293.272
2,512,16,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,563.583,246.244,459.571,31.370,1300.769
2,512,16,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,556.835,241.990,458.886,31.192,1288.905
2,512,32,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,739.281,246.291,420.235,30.817,1436.625
2,512,32,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,683.902,248.192,420.736,31.129,1383.961
2,512,32,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,633.789,243.108,418.239,31.942,1327.081
2,512,32,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,629.394,241.666,421.785,31.802,1324.649
2,512,32,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,627.189,248.544,422.212,31.195,1329.142
2,512,32,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,610.389,242.112,419.244,32.234,1303.981
2,512,32,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,612.756,247.601,416.957,31.061,1308.377
2,512,32,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,620.640,246.722,418.870,31.753,1317.987
2,512,64,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,734.739,243.887,417.947,30.521,1427.095
2,512,64,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,678.504,247.297,419.345,30.489,1375.637
2,512,64,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,652.251,248.013,419.512,30.697,1350.474
2,512,64,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,637.473,241.959,418.662,30.545,1328.642
2,512,64,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,619.442,242.003,417.136,30.668,1309.252
2,512,64,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,613.568,243.552,417.989,30.918,1306.029
2,512,64,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,616.386,243.651,415.977,30.693,1306.709
2,512,64,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,621.990,246.423,417.997,30.289,1316.700
2,512,128,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,733.786,242.277,413.004,29.659,1418.728
2,512,128,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,680.084,238.747,414.353,29.972,1363.158
2,512,128,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,651.429,241.436,413.678,29.734,1336.279
2,512,128,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,630.833,239.509,413.141,29.737,1313.223
2,512,128,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,622.872,243.718,411.449,29.765,1307.806
2,512,128,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,618.171,236.914,410.477,29.447,1295.011
2,512,128,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,616.289,239.794,412.289,29.946,1298.320
2,512,128,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,700.094,237.478,411.137,29.495,1378.206
2,1024,16,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,742.671,247.785,429.467,32.264,1452.188
2,1024,16,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,706.835,248.142,431.997,31.546,1418.521
2,1024,16,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,655.146,247.994,427.383,32.471,1362.995
2,1024,16,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,630.913,239.433,427.449,32.292,1330.089
2,1024,16,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,629.218,242.125,428.596,31.449,1331.390
2,1024,16,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,624.705,247.679,428.303,30.740,1331.429
2,1024,16,131072,/data-fast/varvara/tmp,/data-fast/varvara/plot,621.649,244.766,426.087,30.504,1323.008
2,1024,16,262144,/data-fast/varvara/tmp,/data-fast/varvara/plot,609.341,242.495,428.753,32.451,1313.042
2,1024,32,2048,/data-fast/varvara/tmp,/data-fast/varvara/plot,735.889,240.756,420.456,31.021,1428.125
2,1024,32,4096,/data-fast/varvara/tmp,/data-fast/varvara/plot,672.456,241.452,421.887,31.995,1367.791
2,1024,32,8192,/data-fast/varvara/tmp,/data-fast/varvara/plot,642.282,244.488,420.892,31.351,1339.015
2,1024,32,16384,/data-fast/varvara/tmp,/data-fast/varvara/plot,627.435,247.117,420.325,31.800,1326.679
2,1024,32,32768,/data-fast/varvara/tmp,/data-fast/varvara/plot,627.384,243.762,421.541,31.103,1323.792
2,1024,32,65536,/data-fast/varvara/tmp,/data-fast/varvara/plot,606.045,243.543,421.066,30.931,1301.587
